Título,Semilla,URL_adicionales,Estado,Tipo de recolección,Frecuencia ,Profundidad,Tamaño,Palabras_clave,Materia
Biblioteca  Municipal Sanlúcar de Barrameda (Cádiz),https://www.bibliotecaspublicas.es/sanlucardebarrameda/,,Activa,Selectiva,Semestral,Inicio y 2 niveles,Mediano,Bibliotecas / Patrimonio bibliográfico y documental / Instituciones culturales / Cádiz,02 Biblioteconomía. Bibliotecas
Biblioteca Pública Municipal de Santa Fe (Granada),https://www.bibliotecaspublicas.es/santafe/,,Activa,Selectiva,Semestral,Inicio y 2 niveles,Mediano,Bibliotecas / Patrimonio bibliográfico y documental / Instituciones culturales / Granada,02 Biblioteconomía. Bibliotecas
"Red de Bibliotecas Públicas Municipales Miguel Hernández (Torrox, Málaga)",https://www.bibliotecaspublicas.es/torrox/,,Activa,Selectiva,Semestral,Inicio y 2 niveles,Mediano,Bibliotecas / Patrimonio bibliográfico y documental / Instituciones culturales / Málaga,02 Biblioteconomía. Bibliotecas
"Biblioteca Pública Municipal Blas Infante (Ubrique, Cádiz)",https://www.bibliotecaspublicas.es/ubrique/,,Activa,Selectiva,Semestral,Inicio y 2 niveles,Mediano,Bibliotecas / Patrimonio bibliográfico y documental / Instituciones culturales / Cádiz,02 Biblioteconomía. Bibliotecas
Biblioteca Pública Municipal Utrera (Sevilla),https://www.bibliotecaspublicas.es/utrera/,,Activa,Selectiva,Semestral,Inicio y 2 niveles,Mediano,Bibliotecas / Patrimonio bibliográfico y documental / Instituciones culturales / Sevilla,02 Biblioteconomía. Bibliotecas
"Bibliotecas Públicas Municipales Vélez-Málaga (Málaga). ""Federico Vahey""",https://www.bibliotecaspublicas.es/velezmalaga/,,Activa,Selectiva,Semestral,Inicio y 2 niveles,Mediano,Bibliotecas / Patrimonio bibliográfico y documental / Instituciones culturales / Málaga,02 Biblioteconomía. Bibliotecas
"Bodegas Jesús Nazareno (Baena, Córdoba)",https://www.bjn1963.com,,Activa,Selectiva,Anual,Host,Mediano,Vinos / Brandy / Bodegas / Industria de las bebidas / Córdoba,663 Industria de las bebidas. Industria de los estimulantes
Plaza de Toros de Almería,https://www.bmftoros.com/plaza-de-toros-de-almeria/,,Activa,Selectiva,Anual,Host,Mediano,Plazas de toros / Corridas de toros / Almería,79 Juegos. Espectáculos. Deportes
"Bodega Cuatro Vientos (Murtas, Granada)",https://www.bodegacuatrovientos.es,,Activa,Selectiva,Anual,Host,Mediano,Vinos / Bodegas / Industria de las bebidas / Granada,664 Industria alimentaria
"Bodegas del Diezmo Nuevo (Moguer, Huelva)",https://www.bodegadiezmonuevo.com,,Activa,Selectiva,Anual,Host,Mediano,Vinos / Bodegas / Industria de las bebidas / Huelva,663 Industria de las bebidas. Industria de los estimulantes
"Bodega y Viñedos de la Capuchina (Mollina, Málaga)",https://www.bodegalacapuchina.es,,Activa,Selectiva,Anual,Host,Mediano,Vinos / Bodegas / Industria de las bebidas / Málaga,663 Industria de las bebidas. Industria de los estimulantes
"Bodegas Blanca Reyes (Jerez de la Frontera, Cádiz)",https://www.bodegasblancareyes.com,,Activa,Selectiva,Anual,Host,Mediano,Vinos / Bodegas / Industria de las bebidas / Cádiz,663 Industria de las bebidas. Industria de los estimulantes
"Bodegas Caballo (Policar, Granada)",https://www.bodegascaballo.com,,Inactiva,Selectiva,Anual,Host,Mediano,Vinos / Bodegas / Industria de las bebidas / Granada,663 Industria de las bebidas. Industria de los estimulantes
Bodegas de Andalucía.com,https://www.bodegasdeandalucia.com/es/,,Activa,Selectiva,Anual,Host,Mediano,Vinos / Bodegas / Industria de las bebidas / Andalucía,663 Industria de las bebidas. Industria de los estimulantes
"Bodegas del Socorro (Rociana del Condado, Huelva)",https://www.bodegasdelsocorro.com,,Activa,Selectiva,Anual,Host,Mediano,Vinos / Bodegas / Industria de las bebidas / Huelva,663 Industria de las bebidas. Industria de los estimulantes
"Bodegas Excelencia (Ronda, Málaga)",https://www.bodegasexcelencia.com,,Activa,Selectiva,Anual,Host,Mediano,Vinos / Bodegas / Industria de las bebidas / Málaga,663 Industria de las bebidas. Industria de los estimulantes
"Bodega Gross Hermanos (Antequera, Málaga)",https://www.bodegasgross.es,,Activa,Selectiva,Anual,Host,Mediano,Vinos / Bodegas / Industria de las bebidas / Enoturismo / Málaga,663 Industria de las bebidas. Industria de los estimulantes
"Bodegas Juncales (Bollullos Par del Condado, Huelva)",https://www.bodegasjuncales.es,,Activa,Selectiva,Anual,Host,Mediano,Vinos / Bodegas / Industria de las bebidas / Huelva,663 Industria de las bebidas. Industria de los estimulantes
"Bodegas La Aurora (Montilla, Córdoba)",https://www.bodegaslaaurora.com,,Activa,Selectiva,Anual,Host,Mediano,Vinos / Bodegas / Industria de las bebidas / Córdoba,663 Industria de las bebidas. Industria de los estimulantes
"Bodegas La Sangre de Ronda (Ronda, Málaga)",https://www.bodegaslasangrederonda.es,,Activa,Selectiva,Anual,Host,Mediano,Vinos / Bodegas / Industria de las bebidas / Málaga,663 Industria de las bebidas. Industria de los estimulantes
"Bodegas Málaga Virgen (Fuente de Piedra, Málaga)",https://www.bodegasmalagavirgen.com,,Activa,Selectiva,Anual,Host,Mediano,Vinos / Bodegas / Industria de las bebidas / Málaga,663 Industria de las bebidas. Industria de los estimulantes
"Bodegas Mar (Motril, Granada)",https://www.bodegasmar.com,,Activa,Selectiva,Anual,Host,Mediano,Vino / Bodegas / Industria de la bebidas / Granada,663 Industria de las bebidas. Industria de los estimulantes
"Bodegas Morosanto (Ronda, Málaga)",https://www.bodegasmorosanto.com/es/,,Activa,Selectiva,Anual,Host,Mediano,Vinos / Bodegas / Industria de las bebidas / Málaga,663 Industria de las bebidas. Industria de los estimulantes
"Bodegas Oliveros (Bollullos Par del Condado, Huelva)",https://www.bodegasoliveros.com,,Activa,Selectiva,Anual,Host,Mediano,Vinos / Bodegas / Industria de las bebidas / Huelva,663 Industria de las bebidas. Industria de los estimulantes
"Bodegas Sánchez Rosado (Cártama, Málaga)",https://www.bodegassanchezrosado.com,,Activa,Selectiva,Anual,Host,Mediano,Vinos / Bodegas / Industria de las bebidas / Málaga,663 Industria de las bebidas. Industria de los estimulantes
Ayuntamiento de Bollullos Par del Condado,https://www.bollullospardelcondado.es,,Activa,Selectiva,Semestral,Host,Pequeno,Organismos administrativos / Ayuntamientos / Huelva,35 Administración pública
Bonares digital,https://www.bonaresdigital.es,,Activa,Selectiva,Semanal,Inicio y 1 nivel,Mediano,Medios de comunicación social / Periódicos electrónicos / Huelva / Andalucía,07 Prensa
"La Aguilareña Aceitunas  de mesa y Encurtidos (Aguilar de la Frontera, Córdoba)",https://www.bonillayaceitunasdemesa.com,,Activa,Selectiva,Anual,Host,Mediano,Aceitunas / Encurtidos / Industria alimentaria / Córdoba,664 Industria alimentaria
Brandy de Jerez: consejo regulador,https://www.brandydejerez.es,,Activa,Selectiva,Anual,Host,Mediano,Brandy / Denominaciones de origen / Cádiz,663 Industria de las bebidas. Industria de los estimulantes
"Bravoleum (Villargordo, Jaén)",https://www.bravoleum.com/es,,Activa,Selectiva,Anual,Host,Mediano,Aceite de oliva / Almazaras / Jaén,664 Industria alimentaria
Buenas noticias Málaga,https://www.buenasnoticiasmalaga.com.xn--buenasnoticiasmlaga-4ub.com,,Inactiva,Selectiva,Semanal,Inicio y 1 nivel,Pequeno,Medios de comunicación social / Periódicos electrónicos / Málaga / Andalucía,07 Prensa
Búho & Maravillas Teatro (Sevilla),https://www.buhoymaravillas.es,,Activa,Selectiva,Semestral,Host,Pequeno,Teatro / Compañías teatrales / Sevilla,792/793 Teatro. Danza
Consejo Andaluz de Colegios de Ingenieros Técnicos Industriales,https://www.caciti.es,,Activa,Selectiva,Semestral,Host,Pequeno,Ingeniería industrial / Ingenieros industriales / Asociaciones / Andalucía,62 Ingeniería. Minería
Consejo Andaluz de Colegios Oficiales de Arquitectos,https://www.cacoa.es,,Activa,Selectiva,Semestral,Inicio y 2 niveles,Pequeno,Arquitectura / Arquitectos / Asociaciones / Andalucía,71/72 Arquitectura. Urbanismo. Paisajismo
Consejo Andaluz de Colegios Oficiales de Farmacéuticos,https://www.cacof.es,,Activa,Selectiva,Semestral,Inicio y 2 niveles,Mediano,Farmacología / Farmacéuticos / Asociaciones / Andalucía,615 Farmacología. Toxicología
Cádiz directo,https://www.cadizdirecto.com,,Activa,Selectiva,Semanal,Inicio y 1 nivel,Pequeno,Medios de comunicación social / Periódicos electrónicos / Cádiz / Andalucía,07 Prensa
Ilustre Colegio Territorial de Administradores de Fincas de Almería,https://www.cafalmeria.es,,Activa,Selectiva,Semestral,Inicio y 2 niveles,Pequeno,Economía / Vivienda / Administradores de Fincas / Asociaciones / Almería,33 Economía
Ilustre Colegio Territorial de Administradores de Fincas Rústicas y Urbanas de Córdoba,https://www.cafcord.org,,Activa,Selectiva,Semestral,Inicio y 2 niveles,Pequeno,Economía / Vivienda / Administradores de Fincas / Asociaciones / Córdoba,33 Economía
Ilustre Colegio Territorial de Administradores de Fincas de Málaga y Melilla,https://www.cafmalaga.es,,Activa,Selectiva,Semestral,Inicio y 2 niveles,Pequeno,Economía / Vivienda / Administradores de Fincas / Asociaciones / Málaga,33 Economía
"Cámara Oficial de Comercio, Industria, Servicios y Navegación de Cádiz",https://www.camaracadiz.com,,Activa,Selectiva,Semestral,Inicio y 2 niveles,Pequeno,Economía / Comercio / Industria / Cádiz,33 Economía
"Cámara Oficial de Comercio, Industria y Navegación de Granada",https://www.camaragranada.org,,Activa,Selectiva,Semestral,Inicio y 2 niveles,Pequeno,Economía / Comercio / Industria / Granada,33 Economía
Camas digital,https://www.camasdigital.es,,Activa,Selectiva,Semanal,Inicio y 1 nivel,Mediano,Medios de comunicación social / Periódicos electrónicos / Sevilla / Andalucía,07 Prensa
"Levantico digital : digital del levante almeriense
Cambalache 21",https://www.cambalache21.com,,Activa,Selectiva,Semanal,Inicio y 1 nivel,Pequeno,Medios de comunicación social / Periódicos electrónicos / Almería / Andalucía,07 Prensa
Ayuntamiento de Cantillana,https://www.cantillana.es/es/,,Activa,Selectiva,Semestral,Host,Pequeno,Organismos administrativos / Ayuntamientos / Sevilla,35 Administración pública
"Aceite Molino de la Merced (Écija, Sevilla)",https://www.capi-ecija.es/tienda-online/,,Activa,Selectiva,Anual,Host,Mediano,Aceite de oliva / Almazaras / Cooperativas / Sevilla,664 Industria alimentaria
CarcaWeb news: información y noticias de Carcabuey,https://www.carcawebnews.es,,Activa,Selectiva,Semanal,Inicio y 1 nivel,Pequeno,Medios de comunicación social / Periódicos electrónicos / Córdoba / Andalucía,07 Prensa
Ayuntamiento de Cártama,https://www.cartama.es,,Activa,Selectiva,Semestral,Host,Pequeno,Organismos administrativos / Ayuntamientos / Málaga,35 Administración pública
"CEIP Román Crespo Hoyo (Castellar, Jaén)",https://www.castellariegos.com,,Activa,Selectiva,Semestral,Host,Pequeno,Educación / Centros docentes / Jaén,37 Educación. Enseñanza. Didáctica
Ayuntamiento de Castilleja de la Cuesta,https://www.castillejadelacuesta.es/es/,,Activa,Selectiva,Semestral,Host,Pequeno,Organismos administrativos / Ayuntamientos / Sevilla,35 Administración pública
"Castillo de Canena (Canena, Jaén)",https://www.castillodecanena.com,,Activa,Selectiva,Anual,Host,Mediano,Aceite de oliva / Almazaras / Jaén,664 Industria alimentaria
Castro del Río digital,https://www.castrodelriodigital.com,,Activa,Selectiva,Semanal,Inicio y 1 nivel,Pequeno,Medios de comunicación social / Periódicos electrónicos / Córdoba / Andalucía,07 Prensa
"Hermandad Cautivo y Estrella (Sanlúcar de Barrameda, Cádiz)",https://www.cautivoestrella.org,,Activa,Selectiva,Anual,Host,Mediano,Religión / Semana Santa / Cofradías / Entidades religiosas / Cádiz,2 Religión. Teología
Cámara de Cuentas de Andalucía,https://www.ccuentas.es,,Activa,Selectiva,Mensual,Inicio y 2 niveles,Pequeno,Organismos administrativos / Economía / Hacienda pública,33 Economía
"CEIP Al-Zawiya (La Zubia, Granada)",https://www.ceip-al-zawiya.es,,Activa,Selectiva,Semestral,Host,Pequeno,Educación / Centros docentes / Granada,37 Educación. Enseñanza. Didáctica
"CEIP Ana Josefa Mateos Gómez (El Cuervo de Sevilla, Sevilla)",https://www.ceipanajosefamateos.com,,Activa,Selectiva,Semestral,Host,Pequeno,Educación / Centros docentes / Sevilla,37 Educación. Enseñanza. Didáctica
"CEIP Antonio Checa Martínez (Torre del Mar, Málaga)",https://www.ceipantoniochecamartinez.es,,Activa,Selectiva,Semestral,Host,Pequeno,Educación / Centros docentes / Málaga,37 Educación. Enseñanza. Didáctica
CEIP Arrayanes (Sevilla),https://www.ceip-arrayanes.es,,Activa,Selectiva,Semestral,Host,Pequeno,Educación / Centros docentes / Sevilla,37 Educación. Enseñanza. Didáctica
"CEIP Atenea (Torremolinos, Málaga)",https://www.ceipatenea.org,,Activa,Selectiva,Semestral,Host,Pequeno,Educación / Centros docentes / Málaga,37 Educación. Enseñanza. Didáctica
"CEIP Cayetano Bolívar (Campanillas, Málaga)",https://www.ceipcayetanobolivar.com/menu/13/Empres,,Activa,Selectiva,Semestral,Host,Pequeno,Educación / Centros docentes / Málaga,37 Educación. Enseñanza. Didáctica
"CEIP Clara Campoamor (Bormujos, Sevilla)",https://www.ceipclaracampoamor.es,,Activa,Selectiva,Semestral,Host,Pequeno,Educación / Centros docentes / Sevilla,37 Educación. Enseñanza. Didáctica
"CEIP Concordia (Níjar, Almería)",https://www.ceipconcordia.es,,Activa,Selectiva,Semestral,Host,Pequeno,Educación / Centros docentes / Almería,37 Educación. Enseñanza. Didáctica
"CEIP Cruz Blanca (Aznalcóllar, Sevilla)",https://www.ceipcruzblanca.es,,Activa,Selectiva,Semestral,Host,Pequeno,Educación / Centros docentes / Sevilla,37 Educación. Enseñanza. Didáctica
"CEIP Daidín (Benahavís, Málaga)",https://www.ceipdaidin.es,,Activa,Selectiva,Semestral,Host,Pequeno,Educación / Centros docentes / Málaga,37 Educación. Enseñanza. Didáctica
CEIP Nuestra Señora de Gracia (Málaga),https://www.ceipelgracia.com,,Activa,Selectiva,Semestral,Host,Pequeno,Educación / Centros docentes / Málaga,37 Educación. Enseñanza. Didáctica
"CEIP Elio Antonio de Nebrija (Lebrija, Sevilla)",https://www.ceipelioantoniodenebrija.org,,Activa,Selectiva,Semestral,Host,Pequeno,Educación / Centros docentes / Sevilla,37 Educación. Enseñanza. Didáctica
"CEIP Escultor César Molina Megías (Churriana de la Vega, Granada)",https://www.ceipescultorcesarmolinamegias.es,,Activa,Selectiva,Semestral,Host,Pequeno,Educación / Centros docentes / Granada,37 Educación. Enseñanza. Didáctica
CEIP Europa (Almería),https://www.ceipeuropa.es,,Activa,Selectiva,Semestral,Host,Pequeno,Educación / Centros docentes / Almería,37 Educación. Enseñanza. Didáctica
"CEIP Ntra. Sra. de la Expectación (Encinas Reales, Córdoba)",https://www.ceipexpectacion.com,,Activa,Selectiva,Semestral,Host,Pequeno,Educación / Centros docentes / Córdoba,37 Educación. Enseñanza. Didáctica
"CEIP Félix Rodríguez de la Fuente (Vícar, Almería)",https://www.ceipfelixrodriguezdelafuentellanosdevicar.com,,Activa,Selectiva,Semestral,Host,Pequeno,Educación / Centros docentes / Almería,37 Educación. Enseñanza. Didáctica
"CEIP Fernán Caballero (Dos Hermanas, Sevilla)",https://www.ceipfernancaballero.es,,Activa,Selectiva,Semestral,Host,Pequeno,Educación / Centros docentes / Sevilla,37 Educación. Enseñanza. Didáctica
"CEIP Flor de Azahar (Estación (Cártama), Málaga)",https://www.ceipflordeazahar.es,,Activa,Selectiva,Semestral,Host,Pequeno,Educación / Centros docentes / Málaga,37 Educación. Enseñanza. Didáctica
CEIP Francisco de Goya (Almería),https://www.ceipfranciscodegoyaalmeria.com,,Activa,Selectiva,Semestral,Host,Pequeno,Educación / Centros docentes / Almería,37 Educación. Enseñanza. Didáctica
"CEIP Francisco Giner de los Ríos (Barbate,Cádiz)",https://www.ceipfranciscoginerdelosriosbarbate.es,,Activa,Selectiva,Semestral,Host,Pequeno,Educación / Centros docentes / Cádiz,37 Educación. Enseñanza. Didáctica
"CEIP Giner de los Ríos (Chiclana de la Frontera, Cádiz)",https://www.ceipginerchiclana.com,,Activa,Selectiva,Semestral,Host,Pequeno,Educación / Centros docentes / Cádiz,37 Educación. Enseñanza. Didáctica
"CEIP Guadalhorce (Pizarra, Málaga)",https://www.ceipguadalhorcepizarra.com,,Activa,Selectiva,Semestral,Host,Pequeno,Educación / Centros docentes / Málaga,37 Educación. Enseñanza. Didáctica
CEIP Hogarsol (Málaga),https://www.ceiphogarsol.com,,Activa,Selectiva,Semestral,Host,Pequeno,Educación / Centros docentes / Málaga,37 Educación. Enseñanza. Didáctica
"CEIP Indira Gandhi (Las Lagunas, Málaga)",https://www.ceipindiragandhi.es,,Activa,Selectiva,Semestral,Host,Pequeno,Educación / Centros docentes / Málaga,37 Educación. Enseñanza. Didáctica
"CEIP Joaquín Peinado (Montecorto, Málaga)",https://www.ceipjoaquinpeinado.com,,Activa,Selectiva,Semestral,Host,Pequeno,Educación / Centros docentes / Málaga,37 Educación. Enseñanza. Didáctica
"CEIP José Nogales (Valverde del Camino, Huelva)",https://www.ceipjosenogales.es,,Activa,Selectiva,Semestral,Host,Pequeno,Educación / Centros docentes / Huelva,37 Educación. Enseñanza. Didáctica
"CEIP Juan de Orea (Roquetas de Mar, Almería)",https://www.ceipjuandeorea.es,,Activa,Selectiva,Semestral,Host,Pequeno,Educación / Centros docentes / Almería,37 Educación. Enseñanza. Didáctica
"CEIP Juan Herrera Alcausa (Vélez Málaga, Málaga)",https://www.ceipjuanherreraalcausa.es,,Activa,Selectiva,Semestral,Host,Pequeno,Educación / Centros docentes / Málaga,37 Educación. Enseñanza. Didáctica
